ID2,FieldName,Latitude,Longitude,Elevation,AnalyticalHillshade,ConvergenceIndex,TotalCatchmentArea,TopographicWetnessIndex,LengthSlopeFactor,ChannelNetworkBaseLevel,ChannelNetworkDistance,ValleyDepth,RelativeSlopePosition,Slope,Aspect,TRASP,ProfileCurvature,PlanCurvature,TangentialCurvature,AnnualGlobalSolarRadiation
245,CookEast,46.78127300102627,-117.07793500000122,801.37823,0.679142,-2.868289,1086.591797,5.835485,2.353041,780.494568,20.883667,12.132202,0.632534,10.536091,5.106338,0.046455,0.001821,-0.002493,-0.000456,1509.754394
246,CookEast,46.781210001023084,-117.07751700000532,802.84238,0.684676,1.430459,716.333801,5.507244,1.93667,780.481506,22.360901,10.685364,0.676654,9.661977,4.199893,0.049841,0.002719,-0.00093,-0.000156,1530.315186
247,CookEast,46.78137400102303,-117.07709900000137,798.84794,0.672888,4.784637,444.328308,4.69022,1.855447,780.470337,18.377625,14.669861,0.556098,10.475864,2.593248,0.056119,0.000666,0.011522,0.002095,1510.525757
248,CookEast,46.781164375330334,-117.07669891350764,798.19622,0.909671,3.502232,463.69809,4.723619,2.743143,780.466248,17.72998,15.338013,0.536167,13.565327,71.256645,0.124118,-0.004414,-0.007622,-0.001788,1610.055054
249,CookEast,46.781526001019856,-117.085864,779.23279,0.693657,2.628237,527.813232,5.731462,0.92631,779.090515,0.142273,34.227783,0.004139,5.724673,292.862793,0.562123,-0.006101,-0.004171,-0.000416,1683.895142
250,CookEast,46.78164400102604,-117.08544600000258,782.31458,0.571327,1.165258,394.180023,4.639962,2.409582,780.021545,2.29303,31.143433,0.068579,12.571878,303.898621,0.466004,-0.003689,0.011342,0.002469,1564.589356
251,CookEast,46.78149200102263,-117.08502800000613,789.89681,0.802407,18.593122,132.240768,4.46216,0.457479,780.703552,9.193237,23.553955,0.280734,4.234494,213.736206,0.998937,0.002539,0.112388,0.008299,1798.691773
252,CookEast,46.78155583667526,-117.08457853252722,791.00018,0.834903,18.666027,141.602158,4.575633,0.579392,780.886597,10.113586,22.44519,0.310625,4.883235,191.420212,0.97394,0.007428,-0.000509,-4.3e-05,1821.5177
253,CookEast,46.78153400102073,-117.08419199999919,791.68859,0.805215,6.459648,100.0,4.570053,0.122961,780.969055,10.719543,21.748901,0.330153,1.73758,184.842773,0.952572,0.0089,0.102448,0.003106,1768.181763
254,CookEast,46.781597001020344,-117.08377400000576,790.24024,0.838234,-2.266861,923.40033,7.066482,0.537574,780.958069,9.282166,23.187622,0.285871,3.331396,109.657532,0.410234,-0.001803,-0.040328,-0.002343,1754.400269
255,CookEast,46.781518001023464,-117.0833560000013,790.11216,0.79835,-5.964468,774.365173,6.172278,0.928716,780.96875,9.143433,23.300354,0.281824,5.406731,219.770416,0.992748,0.000287,0.00625,0.000589,1808.051514
256,CookEast,46.781587001023894,-117.082938,793.36503,0.789506,3.946027,559.65387,6.143263,0.839851,780.873108,12.491943,20.033081,0.384072,5.075123,224.874542,0.983245,-0.00027,-0.011091,-0.000981,1798.471924
257,CookEast,46.78162400102165,-117.0825200000022,795.59463,0.822026,2.958994,357.349121,5.470675,0.725357,780.810974,14.78363,17.796631,0.45376,5.034527,202.604324,0.99584,0.001182,0.037472,0.003288,1818.830811
258,CookEast,46.781426001021025,-117.08210200000202,792.72033,0.846404,-1.841826,861.595825,6.19277,1.060177,780.82959,11.890747,20.629883,0.365637,5.890496,190.891006,0.972449,-0.001503,0.005317,0.000546,1837.913086
259,CookEast,46.78156500101968,-117.08168399999502,796.0814,0.856182,1.732976,647.549622,5.612252,1.461181,780.756592,15.324829,17.279053,0.470031,7.888732,197.316864,0.9878,9.4e-05,-0.010932,-0.0015,1864.828125
260,CookEast,46.7815670010248,-117.08126600000287,796.98399,0.88599,-0.675136,452.511597,5.070022,1.176935,780.720581,16.263428,16.371582,0.498343,7.339336,175.400314,0.91157,2.1e-05,0.016861,0.002154,1862.81311
261,CookEast,46.78142300101819,-117.0808480000046,794.77354,0.835708,-7.697163,1210.55188,6.258095,1.613795,780.689392,14.084167,18.559143,0.431456,7.732869,206.606369,0.999123,-0.002232,-0.01277,-0.001718,1852.890137
262,CookEast,46.781686001023246,-117.08043000000379,801.2579,0.813619,-1.07637,304.844055,4.836276,1.293505,780.63501,20.622864,12.124268,0.629761,8.066614,217.333191,0.99591,0.004643,-0.010241,-0.001437,1843.381714
263,CookEast,46.781657001023234,-117.080012000003,803.46179,0.74764,8.07019,178.302856,5.302449,0.240806,780.605591,22.856201,9.935913,0.697003,2.467121,286.876099,0.613529,0.000228,0.101022,0.004349,1721.396973
264,CookEast,46.78162100102414,-117.07959399999982,804.58005,0.728353,8.593477,358.644714,5.597537,0.619099,780.582214,23.997864,8.830505,0.73101,4.453169,356.215393,0.084433,3.5e-05,0.005277,0.00041,1646.8125
265,CookEast,46.781533820252285,-117.0791580976246,804.7154,0.735051,4.45451,498.545258,5.629346,0.662024,780.557068,24.158325,8.718872,0.734805,4.637265,4.660838,0.048105,0.000518,0.016923,0.001368,1643.007568
266,CookEast,46.7815540010213,-117.07875799999664,803.21344,0.815454,2.985308,511.372223,5.693501,0.701153,780.527771,22.685669,10.25061,0.688774,4.777439,63.937607,0.085177,0.000777,0.055561,0.004627,1690.895752
267,CookEast,46.781559001019154,-117.07833999999839,800.08599,0.890454,-0.884256,1166.906006,6.35443,1.351246,780.508057,19.577942,13.396973,0.593722,6.778948,106.144188,0.38026,0.000936,-0.006577,-0.000776,1761.358154
268,CookEast,46.78149600102221,-117.07792200000148,797.53769,0.718125,-3.97038,2775.262939,7.242601,2.202014,780.492554,17.045166,15.962402,0.516402,8.345373,13.631458,0.020266,-0.006722,-0.029904,-0.00434,1564.058106
269,CookEast,46.78166000102613,-117.07750399999725,793.63627,0.741478,-4.521097,4948.871094,8.097138,1.736603,780.477905,13.158386,19.86261,0.398485,6.350877,18.660496,0.00976,-0.003437,-0.053941,-0.005967,1610.849121
270,CookEast,46.78143400102135,-117.0770859999977,798.84794,0.672888,4.784637,444.328308,4.69022,1.855447,780.470337,18.377625,14.669861,0.556098,10.475864,2.593248,0.056119,0.000666,0.011522,0.002095,1510.525757
271,CookEast,46.781558001017984,-117.07666799999949,795.21301,0.789471,2.855822,259.154877,4.693729,0.924167,780.463745,14.749268,18.294861,0.446351,6.566082,43.757591,0.014345,-0.000569,0.04559,0.005213,1635.048706
272,CookEast,46.781812001020555,-117.08558999999705,779.56862,0.735978,-1.776605,1119.436035,6.985462,0.562774,779.568604,0.0,33.891052,0.0,3.472116,280.672943,0.66548,-0.00538,-0.019819,-0.0012,1717.814697
273,CookEast,46.78193000101877,-117.08517200000516,784.1183,0.641537,0.292581,562.260681,5.376837,1.601446,780.488525,3.629761,29.337158,0.110103,8.656566,298.652374,0.511759,-0.00374,-0.007693,-0.001158,1638.066406
274,CookEast,46.78177800102105,-117.08475400000643,790.26839,0.662161,7.00362,183.573288,4.436235,1.019287,780.731506,9.536865,23.180908,0.291489,7.256157,327.420898,0.269738,0.006397,0.020968,0.002648,1606.375977
275,CookEast,46.78187778025211,-117.08435696899473,790.41791,0.704808,-0.400692,303.056671,5.313198,0.695246,780.814453,9.603455,23.026489,0.294314,4.997955,336.496918,0.20261,0.003156,-0.011164,-0.000973,1642.067017
276,CookEast,46.78182000102206,-117.08391799999757,791.01807,0.787369,10.440134,199.267502,6.362683,0.071769,780.835938,10.182129,22.419312,0.312321,0.955568,218.683945,0.994268,-0.002042,0.17941,0.002992,1749.776367
277,CookEast,46.7818830010255,-117.0835,791.69043,0.791679,7.492561,981.747742,6.965098,0.671778,780.829895,10.860535,21.739075,0.333149,3.918052,221.674881,0.989656,-0.001287,-0.020537,-0.001403,1788.065186
278,CookEast,46.78180400102164,-117.08308200000337,793.6308,0.755952,3.490242,664.577332,6.222338,0.693197,780.812622,12.818176,19.789917,0.393098,4.417912,249.527405,0.88566,0.000573,0.012569,0.000968,1760.791992
279,CookEast,46.78185936767227,-117.0826500763843,796.18133,0.774913,5.950062,384.276703,5.738643,0.571863,780.781433,15.399902,17.226624,0.472006,4.144673,235.399612,0.951669,0.000231,0.011533,0.000834,1776.996948
280,CookEast,46.781910001019476,-117.0822460000056,798.211,0.772812,8.673381,285.804047,5.614014,0.431738,780.742371,17.468628,15.195435,0.534797,3.493343,238.633591,0.938851,0.000127,0.025981,0.001583,1768.099854
281,CookEast,46.78170481581104,-117.08181227504305,797.10636,0.851715,0.915348,501.942932,5.43569,1.256697,780.755066,16.351318,16.267822,0.50128,7.302459,196.650406,0.98649,0.002474,0.012691,0.001613,1856.890137
282,CookEast,46.78185100102554,-117.08140999999728,800.05095,0.816373,1.509318,300.174072,5.407626,0.606741,780.702271,19.348694,13.338135,0.591942,4.506468,203.84288,0.997116,0.001147,0.011237,0.000883,1810.345703
283,CookEast,46.78185300101958,-117.08099199999558,800.41248,0.855358,-0.537697,337.318573,5.187931,0.958014,780.672974,19.739502,12.977661,0.603338,6.296059,187.788895,0.962899,0.001959,-0.01965,-0.002155,1846.070435
284,CookEast,46.78170900101827,-117.08057400000695,800.39106,0.826014,-4.432732,342.70462,4.851213,1.507793,780.645447,19.745605,12.987244,0.603235,8.920635,214.095993,0.998723,0.002834,0.000393,6.1e-05,1858.368774
285,CookEast,46.78197200102603,-117.08015599999749,802.14926,0.761449,8.607472,270.22641,5.691321,0.359177,780.601501,21.547729,11.266968,0.656649,3.058203,16.955839,0.012902,-0.000916,-0.023282,-0.001242,1678.20874
286,CookEast,46.78194300102551,-117.0797380000001,801.77561,0.749428,0.982543,601.626099,6.125391,0.677285,780.577087,21.198547,11.652649,0.64529,4.406579,15.125937,0.016754,0.001583,0.002955,0.000227,1650.363159
287,CookEast,46.78190700102626,-117.07931999999651,801.2015,0.733969,0.447583,812.545776,6.145649,1.032444,780.554321,20.647156,12.240051,0.627817,5.823678,12.012227,0.024439,0.000799,-0.002541,-0.000258,1619.321167
288,CookEast,46.78180208545271,-117.07886618635777,801.26879,0.734903,2.900085,638.866638,5.875806,1.02184,780.529053,20.739746,12.190002,0.629818,5.99587,13.441054,0.020736,0.00059,0.001883,0.000197,1616.249268
289,CookEast,46.781840001022864,-117.07848400000653,799.96116,0.748067,2.037085,383.575165,5.085548,1.321009,780.510193,19.450989,13.510864,0.590106,7.912522,25.414276,0.001601,0.004332,0.007724,0.001063,1584.859619
290,CookEast,46.78184500101849,-117.07806599999665,796.88926,0.783633,0.413314,305.539551,4.189477,2.225951,780.493713,16.395569,16.593018,0.497007,12.663822,38.165421,0.005069,0.005939,0.013017,0.002854,1509.813477
291,CookEast,46.78178200102276,-117.07764800000513,793.83637,0.828087,-4.924091,4556.833008,7.580817,2.111313,780.481262,13.355103,19.65625,0.404561,7.75462,59.789448,0.066072,-0.000413,0.022462,0.003031,1647.01062
292,CookEast,46.78194600102542,-117.07722999999591,791.71711,0.74465,-5.037868,2467.304688,8.131754,0.415451,780.470093,11.247009,21.772034,0.340622,2.433625,331.038635,0.242192,-0.001879,-0.009789,-0.000416,1693.412598
293,CookEast,46.7817200010211,-117.07681200000228,793.71333,0.719598,1.221905,283.474884,4.920618,0.712211,780.464478,13.24884,19.785339,0.401065,5.35247,358.245209,0.074846,-0.001528,0.062785,0.005857,1626.705078
297,CookEast,46.78209800102601,-117.08553600000211,780.48772,0.713009,-14.947751,560.487244,5.682426,0.954549,780.24176,0.245972,32.971802,0.007405,5.879087,272.044739,0.734391,-0.001938,0.018341,0.001879,1722.699341
298,CookEast,46.78221600101887,-117.08511799999837,782.88052,0.690496,0.497586,595.843689,5.714722,0.856714,780.53595,2.344543,30.576538,0.071217,5.445787,318.016998,0.34535,0.001067,0.024879,0.002361,1650.737549
299,CookEast,46.782064001020366,-117.08470000000688,786.51728,0.66218,0.809339,606.351563,5.889342,1.311226,780.670654,5.846619,26.93457,0.178353,7.070449,317.937286,0.346012,-0.001523,-0.004642,-0.000571,1623.261841
300,CookEast,46.78215300102395,-117.08428200000486,788.11355,0.687715,-1.506188,879.847412,6.260431,1.002535,780.732422,7.381104,25.334595,0.225614,5.623446,309.714264,0.415633,0.001089,-0.011405,-0.001118,1659.307617
301,CookEast,46.78210600102041,-117.08386399999657,791.29203,0.721903,3.151755,547.821777,6.044626,0.653705,780.755615,10.536438,22.148865,0.32236,4.350275,282.988647,0.646281,0.001507,0.000581,4.4e-05,1712.517822
302,CookEast,46.78215461957971,-117.08343026358007,793.31372,0.745148,5.540304,458.28653,5.792485,0.472757,780.755432,12.558289,20.12146,0.384284,3.624207,265.947662,0.779975,0.000418,0.030632,0.001936,1737.637939
303,CookEast,46.78207921774711,-117.08301226924861,794.97342,0.763333,5.531261,563.499451,6.391704,0.435087,780.747192,14.226257,18.455688,0.435294,3.16536,250.008789,0.882973,9.4e-05,0.029891,0.001651,1754.307129
304,CookEast,46.78215900102302,-117.08261000000685,796.59196,0.752486,6.696232,555.457092,6.891579,0.374118,780.722656,15.869324,16.835144,0.485234,2.677652,270.73938,0.744392,6.2e-05,-0.009929,-0.000464,1733.725586
305,CookEast,46.78219600102461,-117.08219199999574,798.20222,0.729518,9.05024,413.030243,5.96506,0.475182,780.708862,17.493347,15.220703,0.534735,3.553915,290.077179,0.586161,0.000172,-0.012919,-0.000801,1709.837646
306,CookEast,46.78199800102457,-117.08177400000419,799.96649,0.769215,11.441702,210.387344,5.493647,0.319103,780.708618,19.257874,13.441895,0.58893,2.90158,245.02507,0.90945,0.000155,0.042955,0.002174,1757.779419
307,CookEast,46.78213700102579,-117.08135599999451,801.47287,0.761814,29.597063,137.168503,5.305012,0.116996,780.669067,20.803833,11.940613,0.635339,1.523842,287.81311,0.605551,0.000185,0.105841,0.002815,1726.953003
308,CookEast,46.78213900102032,-117.08093800000442,801.99083,0.76423,45.260742,118.279816,5.126271,0.118183,780.643921,21.346924,11.424866,0.651381,1.571261,353.974335,0.095623,0.002883,0.047756,0.001309,1705.943115
309,CookEast,46.78197702464153,-117.08049902100093,802.3725,0.77356,21.898201,112.417114,5.84728,0.042908,780.628113,21.744385,11.034546,0.663365,0.726456,294.171692,0.550774,-0.000373,0.405157,0.005137,1730.673706
310,CookEast,46.78225800102195,-117.08010200000699,799.55828,0.760098,0.284925,622.723633,5.996031,0.842586,780.587402,18.970886,13.87677,0.577542,5.187169,26.242573,0.001075,0.001199,-0.000142,-1.3e-05,1640.834473
311,CookEast,46.78222900102349,-117.07968399999959,799.1754,0.750497,-0.087056,907.017212,6.258163,1.051984,780.568726,18.606689,14.263123,0.566072,5.80899,22.077139,0.004773,0.000987,-0.005463,-0.000553,1625.227783
312,CookEast,46.78221345910505,-117.07930181125742,798.00543,0.735758,-0.456694,1135.168091,6.204861,1.570834,780.548096,17.457336,15.441223,0.530641,7.648771,19.50766,0.00836,0.002797,0.001643,0.000219,1584.48291
313,CookEast,46.78211400102444,-117.0788480000063,797.59765,0.721718,0.911155,878.427856,5.681698,2.093943,780.524475,17.073181,15.860535,0.51841,9.945901,18.658392,0.009764,0.005357,0.008643,0.001493,1532.978638
314,CookEast,46.78212600101877,-117.07843000000486,794.5496,0.772258,0.821944,775.036255,5.143773,3.407931,780.506897,14.042725,18.917297,0.426053,14.839023,34.560703,0.001583,0.000844,0.006525,0.001671,1454.034668
315,CookEast,46.78214736698842,-117.07804184129492,790.77132,0.760309,-0.633581,926.012695,6.333615,0.984492,780.491455,10.279846,22.702759,0.311675,5.50159,27.156984,0.000615,-0.016259,-0.025814,-0.002475,1631.763184
316,CookEast,46.78206800102279,-117.07759399999648,790.93107,0.758984,-3.980794,13535.580078,11.739177,0.520795,780.479614,10.451477,22.550903,0.316689,1.748771,344.627777,0.148751,-0.005091,-0.127042,-0.003877,1700.794922
323,CookEast,46.78249247576862,-117.08513522074556,780.84908,0.717353,-21.574835,1350.984619,7.057088,0.679361,780.588623,0.260437,32.609314,0.007923,3.899376,314.043304,0.378672,-0.000221,0.008133,0.000553,1679.532959
324,CookEast,46.78235000101935,-117.08475100000591,783.54887,0.668364,0.758853,1280.385986,6.269413,1.308138,780.648193,2.900696,29.906006,0.088418,6.709672,316.852386,0.355047,0.000664,0.014015,0.001638,1631.015381
325,CookEast,46.78243900102457,-117.0843329999973,785.36817,0.633941,-0.248426,964.979065,5.725208,1.725974,780.674316,4.693848,28.084045,0.143202,8.686858,317.394226,0.350528,0.002745,0.006998,0.001057,1595.524902
326,CookEast,46.78239200102046,-117.08391499999708,789.30718,0.674051,1.010618,841.631592,6.042759,1.241495,780.702515,8.604675,24.140076,0.26278,6.678357,298.853577,0.510004,0.000951,-0.001672,-0.000194,1663.446777
327,CookEast,46.78245500102428,-117.08349699999779,791.91028,0.694939,1.319562,552.968689,5.802805,0.905615,780.698059,11.212219,21.534485,0.342392,5.585394,294.212006,0.550424,0.001825,0.018282,0.001779,1684.560303
328,CookEast,46.782376001026,-117.08307900000527,794.80419,0.732011,4.55824,476.398651,6.221089,0.422195,780.708374,14.095825,18.633606,0.430677,3.174006,299.959106,0.500357,0.000409,0.026672,0.001477,1703.232056
329,CookEast,46.78243781592042,-117.08264527472498,795.90552,0.719493,4.444269,502.234131,5.910881,0.515317,780.692932,15.212585,17.531494,0.46459,3.778683,312.998291,0.387539,-0.000982,0.003269,0.000215,1683.31897
330,CookEast,46.782482001026544,-117.08224300000487,797.38373,0.718421,1.735057,415.997803,5.70488,0.507706,780.683594,16.700134,16.051086,0.509909,3.845411,318.573578,0.340739,0.000481,0.017777,0.001192,1677.429932
331,CookEast,46.782284001024536,-117.08182499999559,799.41428,0.731735,8.362453,347.872589,5.925856,0.386726,780.6828,18.731506,14.011169,0.572082,3.113954,306.164337,0.44631,-0.001666,-0.015696,-0.000853,1698.787231
332,CookEast,46.78242300102489,-117.08140700000067,800.0899,0.735736,3.075331,351.864227,5.970812,0.371115,780.65741,19.432495,13.339661,0.592957,3.011143,333.591553,0.223366,0.002056,0.007378,0.000388,1682.524414
333,CookEast,46.78242500102542,-117.08098899999976,800.52808,0.739476,4.368893,352.089325,5.883962,0.415729,780.63623,19.891846,12.902649,0.606561,3.285918,350.790649,0.112579,0.002336,0.007214,0.000413,1671.671997
334,CookEast,46.78228100101826,-117.08057100000482,800.70602,0.769188,2.281769,398.363159,5.830134,0.5361,780.609863,20.09613,12.724304,0.612305,3.921594,29.376648,3e-05,0.002546,0.005062,0.000346,1667.265259
335,CookEast,46.7825440010243,-117.08015299999842,796.90791,0.757327,1.200678,845.547485,6.11439,1.140267,780.579956,16.327942,16.535461,0.496843,6.249207,27.012222,0.00068,0.00134,0.005914,0.000644,1620.325317
336,CookEast,46.78251500102439,-117.07973500000313,796.05113,0.764073,-0.035491,1123.883179,6.192761,1.571927,780.562195,15.488953,17.394226,0.47103,7.664872,31.988911,0.000301,0.001899,-0.008605,-0.001148,1597.871338
337,CookEast,46.78247900102643,-117.07931700000188,793.29633,0.75723,-0.967091,1550.27832,5.999771,3.206499,780.543274,12.753052,20.153748,0.387551,12.688841,31.255524,0.00012,0.004442,0.000742,0.000163,1492.456177
338,CookEast,46.78239454914413,-117.07889104753103,791.86064,0.732945,-0.388507,1639.547974,5.989604,3.518219,780.526733,11.333923,21.594421,0.3442,13.525613,25.313932,0.001671,-0.004852,-0.012619,-0.002951,1460.493042
348,CookEast,46.78263600102016,-117.08461700000652,781.56055,0.708326,0.357116,1525.914063,7.281907,0.861559,780.644409,0.916138,31.895142,0.027921,4.434315,320.000061,0.328989,-0.001383,0.005738,0.000444,1665.214356
349,CookEast,46.78272500102625,-117.08419900000095,782.89659,0.659751,-1.669304,1449.504639,6.492656,1.560634,780.657654,2.238953,30.556702,0.06827,7.328043,304.977325,0.456619,-0.008317,-0.02499,-0.003187,1641.45813
350,CookEast,46.782678001020905,-117.08378099999958,788.45521,0.627161,1.165043,807.977478,5.678217,1.860884,780.67572,7.77948,24.994202,0.23737,9.193793,306.289734,0.445222,0.00411,0.006004,0.000959,1611.916016
351,CookEast,46.78274100102689,-117.08336300000215,791.13868,0.691185,1.960351,886.957764,6.223603,1.063852,780.67688,10.461792,22.308655,0.319245,5.879609,292.876984,0.562,0.001771,-0.007047,-0.000722,1683.81543
352,CookEast,46.78264762710115,-117.08291878734438,794.02085,0.713499,2.063332,622.837524,6.03261,0.607154,780.682495,13.338379,19.421814,0.407152,4.147543,321.422882,0.317376,-3.8e-05,0.006345,0.000459,1669.772705
353,CookEast,46.78273100102559,-117.08252699999737,794.5905,0.712653,1.595644,670.712769,6.229642,0.696167,780.673523,13.916992,18.851624,0.424705,4.426156,333.887634,0.221217,-0.00019,-0.000357,-2.8e-05,1655.233643
354,CookEast,46.78276800102594,-117.08210899999632,795.63892,0.704842,0.674574,621.921814,5.993582,0.84363,780.66449,14.974426,17.802246,0.456862,5.192923,341.03064,0.171769,0.000858,0.011436,0.001035,1635.648193
355,CookEast,46.78257000102127,-117.08169100000576,798.13809,0.711251,2.100907,542.112061,5.952251,0.725138,780.659119,17.478943,15.298401,0.533263,4.720046,339.757324,0.180231,0.000664,0.002126,0.000175,1646.130371
356,CookEast,46.782709001020024,-117.08127299999495,797.04835,0.705592,2.090123,562.932129,5.743965,1.003123,780.634521,16.413818,16.393188,0.500314,6.02747,353.597748,0.097565,0.00052,0.001401,0.000147,1612.898193
357,CookEast,46.78271100102581,-117.08085500000271,796.80415,0.718327,2.192421,583.729553,5.68485,1.142114,780.609009,16.195129,16.63916,0.493238,6.625699,6.738841,0.040643,0.001231,0.010874,0.001255,1599.83313
358,CookEast,46.78255607771816,-117.0804140770034,797.90443,0.761672,2.178725,629.759705,5.866301,1.012573,780.593384,17.311035,15.536987,0.527004,5.967072,28.881699,9.5e-05,0.001102,0.00754,0.000784,1627.747803
359,CookEast,46.78283000102045,-117.08001899999616,792.53729,0.76533,0.744726,1017.816834,5.760399,2.350939,780.569214,11.968079,20.911133,0.364001,10.636312,33.421452,0.000891,0.003258,0.003324,0.000614,1540.206055
360,CookEast,46.7828010010184,-117.07960099999447,788.80834,0.768036,0.184762,1472.440186,6.430619,1.728948,780.551209,8.257141,24.6427,0.250978,7.912962,33.803883,0.001102,-0.011682,-0.013465,-0.001854,1592.689331
371,CookEast,46.782965967602465,-117.0842298328192,782.1112,0.705855,-2.234648,1334.971191,6.852352,0.869581,780.650696,1.46051,31.343079,0.044523,4.725124,300.34903,0.496954,-0.000176,0.022043,0.001816,1683.675781
372,CookEast,46.78296400101844,-117.08379799999946,785.41572,0.585619,0.061249,931.737732,5.567655,2.631927,780.662598,4.753113,28.035767,0.144961,11.775506,302.988037,0.473936,-0.00224,0.01497,0.003055,1581.56665
373,CookEast,46.78302700102018,-117.08337999999654,788.5619,0.619483,1.596114,816.956238,5.648859,1.962854,780.666809,7.895081,24.887573,0.240831,9.566097,320.816711,0.32231,0.003732,-0.003785,-0.000629,1572.652588
374,CookEast,46.782948001025126,-117.08296200000458,791.57909,0.692409,3.522496,851.261719,6.262977,0.951332,780.671326,10.907776,21.867432,0.332806,5.428141,325.476837,0.284927,0.000652,-0.000377,-3.6e-05,1643.2146
375,CookEast,46.78300621768671,-117.0825282690712,791.9723,0.702204,1.722659,765.431519,5.954154,1.208353,780.664612,11.307678,21.472778,0.344952,6.636951,356.664978,0.082264,0.002031,0.008103,0.000937,1598.642578
376,CookEast,46.783054001023594,-117.08212600000057,792.46892,0.682016,-0.514454,960.445984,6.088457,1.423811,780.656433,11.8125,20.975342,0.360271,7.274552,348.238617,0.127037,0.001154,0.001564,0.000198,1587.123413
377,CookEast,46.78282132372579,-117.08165033023155,795.51811,0.698247,1.303175,731.41449,6.021722,1.03561,780.648193,14.869934,17.924255,0.453432,5.932874,345.997711,0.140344,0.000369,0.002073,0.000214,1617.534546
378,CookEast,46.78299500101844,-117.0812900000072,793.794,0.698548,1.732832,733.271912,5.849004,1.297475,780.628418,13.165588,19.650635,0.401191,7.058839,357.534637,0.078142,0.001768,0.008061,0.000991,1589.253662
379,CookEast,46.782997001023055,-117.08087200000288,793.30912,0.723923,1.563368,861.929199,5.857214,1.63022,780.610596,12.698547,20.136597,0.386736,8.214691,15.753417,0.015377,0.0023,0.005752,0.000822,1568.822388
380,CookEast,46.7828530010257,-117.08045400000438,794.62599,0.73482,1.864696,713.294739,5.717708,1.473166,780.58783,14.038147,18.820313,0.427231,7.820837,19.501978,0.008369,0.000854,0.003383,0.00046,1580.560547
381,CookEast,46.78311600101858,-117.08003599999608,787.68348,0.759247,0.374093,1165.105469,6.382019,1.301294,780.567017,7.116455,25.766724,0.216416,6.586108,28.588459,0.000152,-0.010419,-0.00798,-0.000915,1613.667725
394,CookEast,46.783125850543485,-117.08390984862464,782.39284,0.696707,-18.912233,921.072083,6.636723,0.933564,780.654236,1.738586,31.060425,0.053007,5.099161,310.463593,0.409195,-0.001243,-0.016234,-0.001443,1664.602539
395,CookEast,46.783313001023814,-117.08349800000067,783.14513,0.666382,-22.573622,938.321411,6.3579,1.373546,780.660217,2.484924,30.306152,0.075781,6.850443,320.134216,0.32789,-0.004107,-0.027526,-0.003283,1622.767578
396,CookEast,46.78323400102254,-117.08308000000615,788.23009,0.640225,3.029712,922.906128,5.800767,1.936489,780.664734,7.565369,25.21814,0.230768,9.28859,339.171478,0.184178,0.002748,-0.007869,-0.00127,1549.449219
397,CookEast,46.783303001018965,-117.08266199999834,787.86026,0.677569,-0.766774,759.018738,5.277262,1.935323,780.66156,7.198669,25.58667,0.21957,9.960165,2.485464,0.056553,0.002276,0.022149,0.003831,1522.261719
398,CookEast,46.7833579695522,-117.08227545646749,786.48346,0.667799,0.017886,1068.550049,5.712867,1.841098,780.654541,5.828918,26.962769,0.177756,9.085882,353.858521,0.096218,-0.002374,0.025519,0.00403,1543.408325
399,CookEast,46.78314200102624,-117.0818259999964,791.59828,0.660159,0.956811,1041.878296,5.953938,1.905381,780.646729,10.951538,21.846558,0.333908,9.001646,349.207855,0.121458,0.002261,-0.008901,-0.001393,1547.743652
400,CookEast,46.783281001026786,-117.08140799999515,788.60067,0.649492,0.610579,885.180298,5.194532,2.682679,780.630615,7.970032,24.845276,0.242875,12.541817,1.262378,0.061585,0.001824,0.008538,0.001854,1459.86853
401,CookEast,46.78328300102112,-117.08098999999554,788.09836,0.664161,0.806223,1009.801269,5.643818,2.688965,780.613953,7.484436,25.348389,0.227956,11.824703,3.857829,0.051148,-0.001692,-0.005972,-0.001224,1477.683106
402,CookEast,46.78313900102077,-117.0805719999961,790.71369,0.721506,1.922986,883.697327,5.813044,1.788871,780.591003,10.122681,22.73407,0.308085,8.793593,16.236967,0.014356,-0.000418,0.011894,0.001818,1556.140625
419,CookEast,46.78345710419063,-117.08321056236771,783.36118,0.69632,-11.442983,932.061279,7.006778,1.17166,780.66217,2.699036,30.088318,0.082319,5.648604,339.090698,0.184725,0.000159,0.006648,0.000654,1626.670044
420,CookEast,46.783515325278806,-117.08277087325422,783.4297,0.709163,-24.282286,1139.491699,7.822676,1.224209,780.661011,2.768677,30.018188,0.084445,5.215688,346.634979,0.136503,-6e-06,-0.001175,-0.000107,1631.719971
421,CookEast,46.78355231528618,-117.08236677699807,783.95631,0.717075,-23.921959,1403.834473,8.074759,1.206801,780.65625,3.300049,29.490417,0.10064,4.995042,351.782104,0.107168,-2e-06,-0.001345,-0.000117,1634.758179
422,CookEast,46.783428001024674,-117.08193300000734,784.81321,0.735503,0.556324,1505.685791,6.86774,1.019925,780.6474,4.165833,28.632935,0.127012,5.24515,9.708474,0.03103,-0.005985,-0.00747,-0.000683,1629.647461
423,CookEast,46.78355263050729,-117.08148354908631,784.29571,0.742318,-25.178574,1402.613769,8.597717,0.612644,780.629456,3.66626,29.150757,0.111718,2.963377,347.754272,0.129866,-1.5e-05,-0.006165,-0.000319,1677.736816
